"","date","experiment","round","assay","condition","control","plate","row","col","strain","set","trait","phenotype"
"11449","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"B","11","QX411",2,"norm.n",-11.827323179937
"11450","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"B","11","QX336",2,"norm.n",-14.002618523702
"11451","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"B","11","QX497",2,"norm.n",18.6507444996335
"11452","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"B","11","QX383",2,"norm.n",19.5199219150946
"11453","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"B","11","QX435",2,"norm.n",-7.54232655045437
"11454","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","1","QX444",2,"median.EXT",2.45847719982972
"11455","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","1","QX98",1,"median.EXT",-48.1396529376729
"11456","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","1","QX252",2,"median.EXT",7.82013169894366
"11457","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","1","QX213",1,"median.EXT",15.5959473841497
"11458","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","1","QX17",1,"median.EXT",5.19721859635045
"11459","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","1","QX270",2,"median.EXT",5.67746844819235
"11460","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","1","QX33",1,"median.EXT",7.84290688965469
"11461","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","1","QX55",1,"median.EXT",-2.7244122546167
"11462","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","1","QX444",2,"median.norm.EXT",0.0436716141293201
"11463","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","1","QX98",1,"median.norm.EXT",-0.143631504740903
"11464","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","1","QX252",2,"median.norm.EXT",0.00110726287512938
"11465","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","1","QX213",1,"median.norm.EXT",0.0740862085844953
"11466","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","1","QX17",1,"median.norm.EXT",0.0168816888356261
"11467","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","1","QX270",2,"median.norm.EXT",-0.0384878795871681
"11468","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","1","QX33",1,"median.norm.EXT",-0.084250105252293
"11469","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","1","QX55",1,"median.norm.EXT",-0.0427905561067002
"11470","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","1","QX444",2,"median.TOF",0.203417898450549
"11471","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","1","QX98",1,"median.TOF",-20.1513031411231
"11472","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","1","QX252",2,"median.TOF",12.0909789593386
"11473","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","1","QX213",1,"median.TOF",-3.41664640749489
"11474","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","1","QX17",1,"median.TOF",2.0186100676729
"11475","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","1","QX270",2,"median.TOF",4.67119101441665
"11476","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","1","QX33",1,"median.TOF",2.66097370445315
"11477","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","1","QX55",1,"median.TOF",12.5601356203207
"11478","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","1","QX444",2,"norm.n",28.4851921455049
"11479","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","1","QX98",1,"norm.n",-20.4000449900968
"11480","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","1","QX252",2,"norm.n",8.07013640809783
"11481","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","1","QX213",1,"norm.n",12.9679319461667
"11482","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","1","QX17",1,"norm.n",0.802029783392635
"11483","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","1","QX270",2,"norm.n",5.49603124655471
"11484","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","1","QX33",1,"norm.n",-2.52788997510805
"11485","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","1","QX55",1,"norm.n",22.6782317807521
"11486","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","3","QX421",2,"median.EXT",-35.288288921774
"11487","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","3","QX272",2,"median.EXT",23.5760437602358
"11488","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","3","QX406",2,"median.EXT",36.7452038409519
"11489","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","3","QX42",1,"median.EXT",-14.7020703652919
"11490","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","3","QX220",1,"median.EXT",-0.453001947885821
"11491","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","3","QX88",1,"median.EXT",-62.8095469849155
"11492","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","3","QX204",1,"median.EXT",-28.9185670506909
"11493","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","3","QX332",2,"median.EXT",29.8995152740386
"11494","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","3","QX254",2,"median.EXT",16.0182087799564
"11495","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","3","QX421",2,"median.norm.EXT",-0.100245691524778
"11496","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","3","QX272",2,"median.norm.EXT",0.021459101043483
"11497","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","3","QX406",2,"median.norm.EXT",0.0613557534516558
"11498","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","3","QX42",1,"median.norm.EXT",0.0340424291364174
"11499","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","3","QX220",1,"median.norm.EXT",0.00492857173013884
"11500","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","3","QX88",1,"median.norm.EXT",-0.161362706069061
"11501","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","3","QX204",1,"median.norm.EXT",-0.0616527573000214
"11502","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","3","QX332",2,"median.norm.EXT",-0.0155645368531867
"11503","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","3","QX254",2,"median.norm.EXT",0.0676420416510297
"11504","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","3","QX421",2,"median.TOF",-15.9415274731845
"11505","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","3","QX272",2,"median.TOF",13.2315293511467
"11506","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","3","QX406",2,"median.TOF",18.8149631156415
"11507","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","3","QX42",1,"median.TOF",-2.47984919381229
"11508","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","3","QX220",1,"median.TOF",-0.692129863050391
"11509","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","3","QX88",1,"median.TOF",-30.6562142004314
"11510","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","3","QX204",1,"median.TOF",-12.5928647119314
"11511","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","3","QX332",2,"median.TOF",29.5570572939753
"11512","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","3","QX254",2,"median.TOF",-2.99744487545746
"11513","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","3","QX421",2,"norm.n",-14.9421758633548
"11514","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","3","QX272",2,"norm.n",3.02506644836618
"11515","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","3","QX406",2,"norm.n",8.33071480963131
"11516","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","3","QX42",1,"norm.n",-3.33802694172733
"11517","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","3","QX220",1,"norm.n",6.3005132775404
"11518","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","3","QX88",1,"norm.n",-33.4480338681861
"11519","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","3","QX204",1,"norm.n",5.65323106750382
"11520","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","3","QX332",2,"norm.n",20.2604065201337
"11521","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","3","QX254",2,"norm.n",-6.01884234305833
"11522","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","5","QX75",1,"median.EXT",0.874266214285032
"11523","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","5","QX480",2,"median.EXT",5.71585616525658
"11524","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","5","QX438",2,"median.EXT",13.5475713820317
"11525","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","5","QX515",2,"median.EXT",-8.05795194901204
"11526","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","5","QX528",2,"median.EXT",-67.8239867173362
"11527","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","5","QX127",1,"median.EXT",-7.01952158506164
"11528","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","5","QX160",NA,"median.EXT",26.0661133240093
"11529","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","5","QX484",2,"median.EXT",23.3237991671628
"11530","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","5","QX597",2,"median.EXT",-42.7323970548013
"11531","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","5","QX75",1,"median.norm.EXT",0.0165523098228492
"11532","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","5","QX480",2,"median.norm.EXT",0.00474904785087772
"11533","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","5","QX438",2,"median.norm.EXT",0.0346589380714729
"11534","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","5","QX515",2,"median.norm.EXT",0.0097760680341653
"11535","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","5","QX528",2,"median.norm.EXT",-0.0783229900339099
"11536","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","5","QX127",1,"median.norm.EXT",-0.00929497794985862
"11537","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","5","QX160",NA,"median.norm.EXT",0.0264189521235999
"11538","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","5","QX484",2,"median.norm.EXT",0.103877141798723
"11539","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","5","QX597",2,"median.norm.EXT",-0.0972503762074067
"11540","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","5","QX75",1,"median.TOF",3.39135333002018
"11541","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","5","QX480",2,"median.TOF",13.1051237785119
"11542","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","5","QX438",2,"median.TOF",-7.91400127708533
"11543","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","5","QX515",2,"median.TOF",-3.97784611751805
"11544","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","5","QX528",2,"median.TOF",-30.0655411422866
"11545","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","5","QX127",1,"median.TOF",-5.658396119815
"11546","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","5","QX160",NA,"median.TOF",11.149912740463
"11547","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","5","QX484",2,"median.TOF",11.6609737044531
"11548","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","5","QX597",2,"median.TOF",-36.93424208914
"11549","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","5","QX75",1,"norm.n",-2.91012929682401
"11550","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","5","QX480",2,"norm.n",-5.60930844470033
"11551","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","5","QX438",2,"norm.n",0.503815310311055
"11552","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","5","QX515",2,"norm.n",-13.4749004299938
"11553","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","5","QX528",2,"norm.n",-37.9422395847195
"11554","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","5","QX127",1,"norm.n",13.9589843972723
"11555","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","5","QX160",NA,"norm.n",-11.8293144477808
"11556","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","5","QX484",2,"norm.n",34.877486831152
"11557","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","5","QX597",2,"norm.n",-30.9580274287708
"11558","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","7","QX476",2,"median.EXT",34.4623169129837
"11559","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","7","QX496",2,"median.EXT",-13.681335205191
"11560","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","7","QX337",2,"median.EXT",-24.7751155510555
"11561","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","7","QX431",2,"median.EXT",-36.1053638636959
"11562","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","7","QX53",1,"median.EXT",28.3055886870565
"11563","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","7","QX452",2,"median.EXT",31.9171044492884
"11564","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","7","QX165",1,"median.EXT",-15.4875100268976
"11565","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","7","QX459",2,"median.EXT",-37.0622692809775
"11566","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","7","QX63",1,"median.EXT",-74.2084426542475
"11567","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","7","QX476",2,"median.norm.EXT",0.101526658023832
"11568","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","7","QX496",2,"median.norm.EXT",-0.0255535427999717
"11569","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","7","QX337",2,"median.norm.EXT",-0.0569171984561482
"11570","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","7","QX431",2,"median.norm.EXT",-0.101184201926144
"11571","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","7","QX53",1,"median.norm.EXT",0.0371134085628271
"11572","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","7","QX452",2,"median.norm.EXT",-0.018258367920884
"11573","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","7","QX165",1,"median.norm.EXT",-0.0603968163220884
"11574","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","7","QX459",2,"median.norm.EXT",-0.0733502297105984
"11575","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","7","QX63",1,"median.norm.EXT",0.168608585114119
"11576","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","7","QX476",2,"median.TOF",20.9840251594197
"11577","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","7","QX496",2,"median.TOF",-2.84291801624916
"11578","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","7","QX337",2,"median.TOF",-8.90411428639272
"11579","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","7","QX431",2,"median.TOF",-14.448377074436
"11580","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","7","QX53",1,"median.TOF",18.6393933497685
"11581","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","7","QX452",2,"median.TOF",29.5516186205243
"11582","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","7","QX165",1,"median.TOF",-14.0676603690028
"11583","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","7","QX459",2,"median.TOF",-24.0749705691988
"11584","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","7","QX63",1,"median.TOF",-58.5044247563825
"11585","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","7","QX476",2,"norm.n",18.5160655173275
"11586","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","7","QX496",2,"norm.n",-14.4139960338116
"11587","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","7","QX337",2,"norm.n",-2.64682807309025
"11588","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","7","QX431",2,"norm.n",4.41773131177487
"11589","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","7","QX53",1,"norm.n",-7.67096358177221
"11590","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","7","QX452",2,"norm.n",-8.13060121458345
"11591","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","7","QX165",1,"norm.n",24.3472721796098
"11592","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","7","QX459",2,"norm.n",-26.6368973427264
"11593","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","7","QX63",1,"norm.n",-41.868198959657
"11594","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","9","CB4856",NA,"median.EXT",34.4635285824992
"11595","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","9","QX397",NA,"median.EXT",10.4308877907296
"11596","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","9","QX375",2,"median.EXT",26.2033533874217
"11597","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","9","QX554",2,"median.EXT",2.40508805589868
"11598","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","9","QX41",1,"median.EXT",23.8203466179102
"11599","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","9","QX559",2,"median.EXT",58.7775989219943
"11600","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","9","QX348",2,"median.EXT",-5.10805736372607
"11601","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","9","CB4856",NA,"median.norm.EXT",0.0261618198450112
"11602","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","9","QX397",NA,"median.norm.EXT",0.0900089030250988
"11603","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","9","QX375",2,"median.norm.EXT",0.0331287603778051
"11604","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","9","QX554",2,"median.norm.EXT",-0.00106167940581733
"11605","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","9","QX41",1,"median.norm.EXT",0.151920608505425
"11606","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","9","QX175",NA,"median.norm.EXT",0.117129508713936
"11607","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","9","QX559",2,"median.norm.EXT",0.10530592964764
"11608","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","9","QX348",2,"median.norm.EXT",-0.0616111443380795
"11609","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","9","CB4856",NA,"median.TOF",11.6736335183719
"11610","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","9","QX397",NA,"median.TOF",-3.05365794697245
"11611","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","9","QX375",2,"median.TOF",8.38941048303737
"11612","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","9","QX554",2,"median.TOF",13.1928922935222
"11613","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","9","QX41",1,"median.TOF",-5.73982336813595
"11614","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","9","QX175",NA,"median.TOF",-14.2952671713438
"11615","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","9","QX559",2,"median.TOF",32.4306517213405
"11616","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","9","QX348",2,"median.TOF",3.0938693635561
"11617","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"C","9","CB4856",NA,"norm.n",13.7836666082124
"11618","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","9","QX397",NA,"norm.n",8.27865117597686
"11619","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","9","QX375",2,"norm.n",14.62872335766
"11620","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","9","QX554",2,"norm.n",5.64746628085956
"11621","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","9","QX41",1,"norm.n",-39.6082643510283
"11622","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"C","9","QX175",NA,"norm.n",47.8616563534882
"11623","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","9","QX559",2,"norm.n",14.2732741881599
"11624","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","9","QX348",2,"norm.n",-27.0319552181539
"11625","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","11","QX588",2,"median.EXT",28.4202617548459
"11626","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","11","QX104",1,"median.EXT",39.0229021983861
"11627","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","11","QX423",2,"median.EXT",-72.6496376562571
"11628","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","11","QX341",2,"median.EXT",-7.08136568276306
"11629","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","11","QX430",2,"median.EXT",-22.8119778733496
"11630","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","11","QX429",2,"median.EXT",-8.71037336390953
"11631","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","11","QX65",1,"median.EXT",-4.63798538785339
"11632","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","11","QX373",2,"median.EXT",25.2484952227068
"11633","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","11","QX588",2,"median.norm.EXT",0.0528421104892628
"11634","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","11","QX104",1,"median.norm.EXT",0.0909444603978425
"11635","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","11","QX423",2,"median.norm.EXT",-0.196714272086385
"11636","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","11","QX341",2,"median.norm.EXT",-0.0293676496242783
"11637","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","11","QX430",2,"median.norm.EXT",-0.0296531846601009
"11638","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","11","QX429",2,"median.norm.EXT",-0.108549860256744
"11639","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","11","QX65",1,"median.norm.EXT",-0.14099100191176
"11640","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","11","QX373",2,"median.norm.EXT",-0.00215334631319977
"11641","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","11","QX588",2,"median.TOF",7.38042408593845
"11642","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","11","QX104",1,"median.TOF",20.9413686882763
"11643","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","11","QX423",2,"median.TOF",-32.2180550913234
"11644","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","11","QX341",2,"median.TOF",-7.04867427066892
"11645","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","11","QX430",2,"median.TOF",-23.8480044787672
"11646","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","11","QX429",2,"median.TOF",-4.20119252474527
"11647","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","11","QX65",1,"median.TOF",-0.343290995700234
"11648","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","11","QX373",2,"median.TOF",17.411240885529
"11649","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"C","11","QX588",2,"norm.n",-8.40604569394625
"11650","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"C","11","QX104",1,"norm.n",21.1943329965737
"11651","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"C","11","QX423",2,"norm.n",-17.9955958343505
"11652","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"C","11","QX341",2,"norm.n",14.5258364522845
"11653","20140715","RIAILs",2,"f","cisplatin","1percwater",20,"C","11","QX430",2,"norm.n",-15.2491956816426
"11654","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"C","11","QX429",2,"norm.n",0.688347944871469
"11655","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"C","11","QX65",1,"norm.n",-32.8563059802805
"11656","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"C","11","QX373",2,"norm.n",29.0627905791207
"11657","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"D","1","QX85",NA,"median.EXT",-44.4755132414787
"11658","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"D","1","QX463",2,"median.EXT",26.3759879622847
"11659","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"D","1","QX326",2,"median.EXT",-5.65997232968031
"11660","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"D","1","QX122",1,"median.EXT",59.8527856827738
"11661","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"D","1","QX45",1,"median.EXT",4.56885486147321
"11662","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"D","1","QX84",1,"median.EXT",35.8629194039354
"11663","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"D","1","QX393",2,"median.EXT",10.8061579309058
"11664","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"D","1","QX514",2,"median.EXT",-40.4120487367412
"11665","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"D","1","QX386",2,"median.EXT",64.4110503587658
"11666","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"D","1","QX85",NA,"median.norm.EXT",-0.0813836685020225
"11667","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"D","1","QX463",2,"median.norm.EXT",0.0622100159827264
"11668","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"D","1","QX326",2,"median.norm.EXT",-0.00410766223692615
"11669","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"D","1","QX122",1,"median.norm.EXT",0.0611557142870935
"11670","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"D","1","QX45",1,"median.norm.EXT",0.0639289649316035
"11671","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"D","1","QX84",1,"median.norm.EXT",-0.0182134093053456
"11672","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"D","1","QX393",2,"median.norm.EXT",-0.0285856889499866
"11673","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"D","1","QX514",2,"median.norm.EXT",-0.103411649776869
"11674","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"D","1","QX386",2,"median.norm.EXT",0.0486373142402624
"11675","20140630","RIAILs",2,"a","cisplatin","1percwater",20,"D","1","QX85",NA,"median.TOF",-23.3333463625532
"11676","20140701","RIAILs",2,"b","cisplatin","1percwater",20,"D","1","QX463",2,"median.TOF",4.17530644575439
"11677","20140707","RIAILs",2,"c","cisplatin","1percwater",20,"D","1","QX326",2,"median.TOF",2.71666899570286
"11678","20140708","RIAILs",2,"d","cisplatin","1percwater",20,"D","1","QX122",1,"median.TOF",26.5853566687994
"11679","20140714","RIAILs",2,"e","cisplatin","1percwater",20,"D","1","QX45",1,"median.TOF",-6.91102411695565
"11680","20140721","RIAILs",2,"g","cisplatin","1percwater",20,"D","1","QX84",1,"median.TOF",34.5291294583674
"11681","20140722","RIAILs",2,"h","cisplatin","1percwater",20,"D","1","QX393",2,"median.TOF",18.9296244502255
"11682","20140728","RIAILs",2,"i","cisplatin","1percwater",20,"D","1","QX514",2,"median.TOF",-22.7069984323728
"11683","20140729","RIAILs",2,"j","cisplatin","1percwater",20,"D","1","QX386",2,"median.TOF",49.1289606971773
