"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"4920","prop_med",-0.172629270530291,-0.587568877472758,0.0990368525650198,0.17,"A_12_P102257","V_11513193","silver_median.norm.EXT",5.32470275089042
"4921","med",0.130152824531805,-0.0802582160412119,0.368084617074911,0.25,"A_12_P102323","V_10220682","silver_median.norm.EXT",5.27865532809868
"4922","direct",0.382422644593584,0.0281704747481238,0.771079934544512,0.03,"A_12_P102323","V_10220682","silver_median.norm.EXT",5.27865532809868
"4923","total",0.512575469125389,0.143747492891225,0.883333987809745,0.002,"A_12_P102323","V_10220682","silver_median.norm.EXT",5.27865532809868
"4924","prop_med",0.253919339436757,-0.234213834528709,0.838876813983044,0.248,"A_12_P102323","V_10220682","silver_median.norm.EXT",5.27865532809868
"4925","med",0.141703835038225,0.0182645744122298,0.31036422265534,0.022,"A_12_P102400","V_11513193","silver_median.norm.EXT",5.95378938939411
"4926","direct",0.439979146647778,0.103539476654199,0.814993901040487,0.01,"A_12_P102400","V_11513193","silver_median.norm.EXT",5.95378938939411
"4927","total",0.581682981686002,0.25364353221347,0.953248462515282,0,"A_12_P102400","V_11513193","silver_median.norm.EXT",5.95378938939411
"4928","prop_med",0.243610075418568,0.0350929395916307,0.649591659064127,0.022,"A_12_P102400","V_11513193","silver_median.norm.EXT",5.95378938939411
"4929","med",-0.0169641874166643,-0.221795600105583,0.217236602263789,0.926,"A_12_P102599","V_10568558","silver_median.norm.EXT",14.8062658710452
"4930","direct",0.605901730412214,0.170496739347906,1.01200248238579,0.006,"A_12_P102599","V_10568558","silver_median.norm.EXT",14.8062658710452
"4931","total",0.58893754299555,0.246683932326224,0.942289220253428,0,"A_12_P102599","V_10568558","silver_median.norm.EXT",14.8062658710452
"4932","prop_med",-0.0288047308554628,-0.428586286508218,0.477149488313159,0.926,"A_12_P102599","V_10568558","silver_median.norm.EXT",14.8062658710452
"4933","med",-0.00498977839656358,-0.143548865382183,0.107843352646512,0.868,"A_12_P102966","V_11513193","silver_median.norm.EXT",5.96969959478076
"4934","direct",0.586672760082566,0.245478064533747,0.966634974764136,0,"A_12_P102966","V_11513193","silver_median.norm.EXT",5.96969959478076
"4935","total",0.581682981686002,0.248748839766823,0.941063413407666,0,"A_12_P102966","V_11513193","silver_median.norm.EXT",5.96969959478076
"4936","prop_med",-0.00857817497445217,-0.315347120533401,0.189331365456642,0.868,"A_12_P102966","V_11513193","silver_median.norm.EXT",5.96969959478076
"4937","med",0.00146363544633896,-0.109676811642444,0.159830005344486,0.994,"A_12_P103840","V_11619117","silver_median.norm.EXT",4.22521992953811
"4938","direct",0.623435249683462,0.222473812351529,0.999847191888216,0.002,"A_12_P103840","V_11619117","silver_median.norm.EXT",4.22521992953811
"4939","total",0.624898885129801,0.285085454046032,0.972971356595713,0,"A_12_P103840","V_11619117","silver_median.norm.EXT",4.22521992953811
"4940","prop_med",0.00234219564343588,-0.209641020631793,0.360039695181406,0.994,"A_12_P103840","V_11619117","silver_median.norm.EXT",4.22521992953811
"4941","med",0.376707651235581,0.0844134367509815,0.660565928883508,0.012,"A_12_P104350","V_10838024","silver_median.norm.EXT",21.9552714440933
"4942","direct",0.217989539082145,-0.151916648902342,0.613827856793478,0.272,"A_12_P104350","V_10838024","silver_median.norm.EXT",21.9552714440933
"4943","total",0.594697190317725,0.240021567135536,0.953398368976476,0.006,"A_12_P104350","V_10838024","silver_median.norm.EXT",21.9552714440933
"4944","prop_med",0.633444477910379,0.147988497409917,1.44915951416222,0.014,"A_12_P104350","V_10838024","silver_median.norm.EXT",21.9552714440933
"4945","med",0.023997207892282,-0.0982833640901734,0.187755672598257,0.7,"A_12_P104714","V_11032432","silver_median.norm.EXT",5.64135814483942
"4946","direct",0.570699982425443,0.191684684905366,0.962026524220013,0.002,"A_12_P104714","V_11032432","silver_median.norm.EXT",5.64135814483942
"4947","total",0.594697190317725,0.218090286877232,0.946870530823989,0,"A_12_P104714","V_11032432","silver_median.norm.EXT",5.64135814483942
"4948","prop_med",0.040351977919151,-0.191832452632466,0.366807141201733,0.7,"A_12_P104714","V_11032432","silver_median.norm.EXT",5.64135814483942
"4949","med",-0.238740944241649,-0.46308764375152,-0.066545936653062,0.004,"A_12_P104798","V_10220682","silver_median.norm.EXT",5.19922816287754
"4950","direct",0.903796100874834,0.534454729435118,1.32059239002907,0,"A_12_P104798","V_10220682","silver_median.norm.EXT",5.19922816287754
"4951","total",0.665055156633185,0.328733442095341,1.0519536989124,0,"A_12_P104798","V_10220682","silver_median.norm.EXT",5.19922816287754
"4952","prop_med",-0.358979164149731,-0.94676417853177,-0.089635550720318,0.004,"A_12_P104798","V_10220682","silver_median.norm.EXT",5.19922816287754
"4953","med",0.0137329464408796,-0.109301159828721,0.15998561159008,0.826,"A_12_P105501","V_11032432","silver_median.norm.EXT",4.03698629073079
"4954","direct",0.580964243876845,0.231176003523718,0.917701784025242,0,"A_12_P105501","V_11032432","silver_median.norm.EXT",4.03698629073079
"4955","total",0.594697190317725,0.224861738593466,0.945690005062187,0,"A_12_P105501","V_11032432","silver_median.norm.EXT",4.03698629073079
"4956","prop_med",0.0230923344930259,-0.300871303323897,0.283240519080056,0.826,"A_12_P105501","V_11032432","silver_median.norm.EXT",4.03698629073079
"4957","med",0.0306185688076302,-0.11849427168192,0.196641345701912,0.676,"A_12_P105532","V_9663270","silver_median.norm.EXT",5.08277822503624
"4958","direct",0.562310149763035,0.219923474063714,0.945457496290944,0,"A_12_P105532","V_9663270","silver_median.norm.EXT",5.08277822503624
"4959","total",0.592928718570665,0.234640511871709,0.965855086380276,0,"A_12_P105532","V_9663270","silver_median.norm.EXT",5.08277822503624
"4960","prop_med",0.0516395442633313,-0.278989245113678,0.369139582282684,0.676,"A_12_P105532","V_9663270","silver_median.norm.EXT",5.08277822503624
"4961","med",-0.0396145665238513,-0.182951333763652,0.083925567602483,0.472,"A_12_P106245","V_10815911","silver_median.norm.EXT",4.16048388832108
"4962","direct",0.683547726021864,0.29318990184314,1.11877259705672,0,"A_12_P106245","V_10815911","silver_median.norm.EXT",4.16048388832108
"4963","total",0.643933159498013,0.297447797847495,1.00069219269418,0,"A_12_P106245","V_10815911","silver_median.norm.EXT",4.16048388832108
"4964","prop_med",-0.0615196871593527,-0.323460235396512,0.15695512669356,0.472,"A_12_P106245","V_10815911","silver_median.norm.EXT",4.16048388832108
"4965","med",-0.0198309321565747,-0.171369687893894,0.170652826990832,0.76,"A_12_P107338","V_10142996","silver_median.norm.EXT",4.44777576579725
"4966","direct",0.649553757385172,0.274577589801645,1.01533281265946,0,"A_12_P107338","V_10142996","silver_median.norm.EXT",4.44777576579725
"4967","total",0.629722825228597,0.289043069476714,0.972085818342106,0,"A_12_P107338","V_10142996","silver_median.norm.EXT",4.44777576579725
"4968","prop_med",-0.0314915250997545,-0.335134503475055,0.278017438963656,0.76,"A_12_P107338","V_10142996","silver_median.norm.EXT",4.44777576579725
"4969","med",-0.0723201996055253,-0.27014665198586,0.0865447908363499,0.45,"A_12_P107404","V_11600826","silver_median.norm.EXT",4.21986325296123
"4970","direct",0.511503601162396,0.188314360663523,0.862102665778739,0.002,"A_12_P107404","V_11600826","silver_median.norm.EXT",4.21986325296123
"4971","total",0.43918340155687,0.151945693518352,0.744921657462937,0,"A_12_P107404","V_11600826","silver_median.norm.EXT",4.21986325296123
"4972","prop_med",-0.164669701425773,-1.12476191845278,0.21354327951789,0.45,"A_12_P107404","V_11600826","silver_median.norm.EXT",4.21986325296123
"4973","med",-0.0630618357535868,-0.216059457037741,0.0867994236187372,0.418,"A_12_P109101","V_9905233","silver_median.norm.EXT",7.80369452570406
"4974","direct",0.680491843870766,0.298656764858001,1.09596259904321,0,"A_12_P109101","V_9905233","silver_median.norm.EXT",7.80369452570406
"4975","total",0.617430008117179,0.301562322862457,0.967544390579368,0,"A_12_P109101","V_9905233","silver_median.norm.EXT",7.80369452570406
"4976","prop_med",-0.102136007198436,-0.428004885368142,0.180845930920765,0.418,"A_12_P109101","V_9905233","silver_median.norm.EXT",7.80369452570406
"4977","med",-0.0358057689791643,-0.157584504705935,0.0644701542523967,0.524,"A_12_P109658","V_10176051","silver_median.norm.EXT",3.97494323558793
"4978","direct",0.700860925612349,0.326979876496141,1.0742570910759,0,"A_12_P109658","V_10176051","silver_median.norm.EXT",3.97494323558793
"4979","total",0.665055156633185,0.309619672506124,1.03880210377229,0,"A_12_P109658","V_10176051","silver_median.norm.EXT",3.97494323558793
"4980","prop_med",-0.0538387961089267,-0.257961495352991,0.12168753107325,0.524,"A_12_P109658","V_10176051","silver_median.norm.EXT",3.97494323558793
"4981","med",-0.137334691790121,-0.36915300107074,0.0225695731116726,0.088,"A_12_P111065","V_9985933","silver_median.norm.EXT",4.70539611117011
"4982","direct",0.7547646999073,0.378652767465835,1.13257038532109,0,"A_12_P111065","V_9985933","silver_median.norm.EXT",4.70539611117011
"4983","total",0.61743000811718,0.255877193400862,0.955920931271738,0,"A_12_P111065","V_9985933","silver_median.norm.EXT",4.70539611117011
"4984","prop_med",-0.2224295709386,-0.929860388607222,0.0388814660937338,0.088,"A_12_P111065","V_9985933","silver_median.norm.EXT",4.70539611117011
"4985","med",0.140802683538986,-0.146662637229379,0.480271974334031,0.348,"A_12_P111998","V_10815911","silver_median.norm.EXT",20.721463482804
"4986","direct",0.453894506778739,0.00747181263328261,0.854252499134248,0.044,"A_12_P111998","V_10815911","silver_median.norm.EXT",20.721463482804
"4987","total",0.594697190317725,0.259035543369301,0.926050221290879,0,"A_12_P111998","V_10815911","silver_median.norm.EXT",20.721463482804
"4988","prop_med",0.236763660281899,-0.285835979324154,0.962918637055375,0.348,"A_12_P111998","V_10815911","silver_median.norm.EXT",20.721463482804
"4989","med",0.0042858743804717,-0.11863617864305,0.158402649558532,0.89,"A_12_P112263","V_10815911","silver_median.norm.EXT",4.18346163908181
"4990","direct",0.590411315937253,0.160651103388574,0.996300388930399,0.004,"A_12_P112263","V_10815911","silver_median.norm.EXT",4.18346163908181
"4991","total",0.594697190317725,0.219931234018191,0.948552935390305,0,"A_12_P112263","V_10815911","silver_median.norm.EXT",4.18346163908181
"4992","prop_med",0.00720681794071016,-0.229502027285642,0.374037514747151,0.89,"A_12_P112263","V_10815911","silver_median.norm.EXT",4.18346163908181
"4993","med",0.0705791668159196,-0.0423699746421253,0.263179860029014,0.294,"A_12_P112758","V_8947708","silver_median.norm.EXT",5.33751901281962
"4994","direct",0.408412979793136,-0.00794206729548441,0.761922213290119,0.056,"A_12_P112758","V_8947708","silver_median.norm.EXT",5.33751901281962
"4995","total",0.478992146609056,0.120199446622788,0.819928643667047,0.008,"A_12_P112758","V_8947708","silver_median.norm.EXT",5.33751901281962
"4996","prop_med",0.147349319431588,-0.129632436372069,0.955763239910795,0.302,"A_12_P112758","V_8947708","silver_median.norm.EXT",5.33751901281962
"4997","med",-0.175614198337584,-0.378559891080512,-0.00319790002858252,0.048,"A_12_P114129","V_9985933","silver_median.norm.EXT",9.7576065427263
"4998","direct",0.793044206454764,0.383807521258391,1.19681260092963,0,"A_12_P114129","V_9985933","silver_median.norm.EXT",9.7576065427263
"4999","total",0.61743000811718,0.266247764261952,0.978283920222178,0,"A_12_P114129","V_9985933","silver_median.norm.EXT",9.7576065427263
"5000","prop_med",-0.284427701972424,-0.899493474645908,-0.00557608656406271,0.048,"A_12_P114129","V_9985933","silver_median.norm.EXT",9.7576065427263
"5001","med",-0.26631553322285,-0.513336744675456,-0.0762023522893011,0,"A_12_P114276","V_9529886","silver_median.norm.EXT",5.00803828442342
"5002","direct",0.750095269120565,0.411078814750931,1.10748085920123,0,"A_12_P114276","V_9529886","silver_median.norm.EXT",5.00803828442342
"5003","total",0.483779735897715,0.155180898489726,0.823521807562235,0.01,"A_12_P114276","V_9529886","silver_median.norm.EXT",5.00803828442342
"5004","prop_med",-0.550489227765333,-2.29624735340052,-0.109483875787821,0.01,"A_12_P114276","V_9529886","silver_median.norm.EXT",5.00803828442342
"5005","med",0.301326960607407,-0.412141834137471,1.12016380051706,0.408,"A_12_P115328","V_10568558","silver_median.norm.EXT",37.7379772981239
"5006","direct",0.287610582388143,-0.516528682538039,1.00790759047921,0.506,"A_12_P115328","V_10568558","silver_median.norm.EXT",37.7379772981239
"5007","total",0.58893754299555,0.22891781549881,0.911866008830925,0.002,"A_12_P115328","V_10568558","silver_median.norm.EXT",37.7379772981239
"5008","prop_med",0.511645019393311,-1.02163583770264,2.20131283393566,0.406,"A_12_P115328","V_10568558","silver_median.norm.EXT",37.7379772981239
"5009","med",-0.00274577364814945,-0.117899146638424,0.112881144227809,0.958,"A_12_P115684","V_11513193","silver_median.norm.EXT",5.04390424359925
"5010","direct",0.584428755334151,0.219152971798287,0.935818445746281,0.004,"A_12_P115684","V_11513193","silver_median.norm.EXT",5.04390424359925
"5011","total",0.581682981686002,0.224825210102654,0.912793010534854,0.002,"A_12_P115684","V_11513193","silver_median.norm.EXT",5.04390424359925
"5012","prop_med",-0.00472039536070122,-0.269201142786399,0.203269948064659,0.96,"A_12_P115684","V_11513193","silver_median.norm.EXT",5.04390424359925
"5013","med",-0.104500160288679,-0.49292538803175,0.201956699591235,0.562,"A_12_P115700","V_8947708","silver_median.norm.EXT",14.0987821323047
"5014","direct",0.504969544542753,0.0305944000479759,0.987350942264102,0.034,"A_12_P115700","V_8947708","silver_median.norm.EXT",14.0987821323047
"5015","total",0.400469384254074,0.0286663049476466,0.742858607582001,0.042,"A_12_P115700","V_8947708","silver_median.norm.EXT",14.0987821323047
"5016","prop_med",-0.260944192983252,-3.14843715817747,1.01743222492231,0.588,"A_12_P115700","V_8947708","silver_median.norm.EXT",14.0987821323047
"5017","med",-0.142401751337906,-0.322429005656698,0.0207135596858596,0.074,"A_12_P116766","V_10121039","silver_median.norm.EXT",5.04508407735454
"5018","direct",0.783238102708593,0.395103666802478,1.18610108894016,0,"A_12_P116766","V_10121039","silver_median.norm.EXT",5.04508407735454
"5019","total",0.640836351370686,0.300917219965845,1.0189747904587,0,"A_12_P116766","V_10121039","silver_median.norm.EXT",5.04508407735454
"5020","prop_med",-0.222212349585542,-0.696260096560689,0.0391993301112067,0.074,"A_12_P116766","V_10121039","silver_median.norm.EXT",5.04508407735454
"5021","med",-0.0867958808489569,-0.248050891326246,0.0750760857356171,0.296,"A_12_P116989","V_11637718","silver_median.norm.EXT",4.96321485202013
"5022","direct",0.668473731916203,0.264558200978046,1.09049168438529,0,"A_12_P116989","V_11637718","silver_median.norm.EXT",4.96321485202013
"5023","total",0.581677851067246,0.24821781232855,0.959360650458541,0,"A_12_P116989","V_11637718","silver_median.norm.EXT",4.96321485202013
"5024","prop_med",-0.149216410234129,-0.591466529698321,0.159658691756389,0.296,"A_12_P116989","V_11637718","silver_median.norm.EXT",4.96321485202013
"5025","med",0.0314922633307272,-0.0784897151652039,0.161876844770219,0.568,"A_12_P117115","V_11637718","silver_median.norm.EXT",5.3396084860109
"5026","direct",0.55668062489003,0.157106618888612,0.970773239634258,0.002,"A_12_P117115","V_11637718","silver_median.norm.EXT",5.3396084860109
"5027","total",0.588172888220758,0.243576172677541,0.94893052311416,0,"A_12_P117115","V_11637718","silver_median.norm.EXT",5.3396084860109
"5028","prop_med",0.0535425279903539,-0.126765609847453,0.435916383555143,0.568,"A_12_P117115","V_11637718","silver_median.norm.EXT",5.3396084860109
"5029","med",0.0397305462802786,-0.0871095471895677,0.186714420353083,0.496,"A_12_P117478","V_11637718","silver_median.norm.EXT",5.69751060789391
"5030","direct",0.548442341940478,0.165161184985556,0.930072529121162,0.002,"A_12_P117478","V_11637718","silver_median.norm.EXT",5.69751060789391
"5031","total",0.588172888220757,0.250332288983378,0.934376817285961,0,"A_12_P117478","V_11637718","silver_median.norm.EXT",5.69751060789391
"5032","prop_med",0.0675490949616275,-0.149910811030336,0.458676134434593,0.496,"A_12_P117478","V_11637718","silver_median.norm.EXT",5.69751060789391
"5033","med",-0.034183101052264,-0.166983626344039,0.0614988582457799,0.478,"A_12_P117590","V_11637718","silver_median.norm.EXT",3.94451000363491
"5034","direct",0.622355989273021,0.244050682337846,1.02014127435999,0,"A_12_P117590","V_11637718","silver_median.norm.EXT",3.94451000363491
"5035","total",0.588172888220758,0.231712515188713,0.943244809090838,0,"A_12_P117590","V_11637718","silver_median.norm.EXT",3.94451000363491
"5036","prop_med",-0.0581174374692261,-0.345774179450097,0.116456356121893,0.478,"A_12_P117590","V_11637718","silver_median.norm.EXT",3.94451000363491
"5037","med",0.00372144596342973,-0.11315428541107,0.159621420359806,0.952,"A_12_P118102","V_11032432","silver_median.norm.EXT",4.43462030782989
"5038","direct",0.590975744354295,0.239722776767459,0.966023052622451,0.002,"A_12_P118102","V_11032432","silver_median.norm.EXT",4.43462030782989
"5039","total",0.594697190317725,0.228047367271418,0.949838435491187,0,"A_12_P118102","V_11032432","silver_median.norm.EXT",4.43462030782989
"5040","prop_med",0.00625771573166756,-0.26847695209572,0.305899256053023,0.952,"A_12_P118102","V_11032432","silver_median.norm.EXT",4.43462030782989
"5041","med",-0.00962659395677063,-0.201231404362054,0.185101457166628,0.914,"A_12_P118240","V_9985933","silver_median.norm.EXT",6.8850784526251
"5042","direct",0.621008021123807,0.247892525303983,0.979423941071667,0,"A_12_P118240","V_9985933","silver_median.norm.EXT",6.8850784526251
"5043","total",0.611381427167037,0.251824165003858,0.934247648827888,0,"A_12_P118240","V_9985933","silver_median.norm.EXT",6.8850784526251
"5044","prop_med",-0.015745643437972,-0.392382190184863,0.311193832235496,0.914,"A_12_P118240","V_9985933","silver_median.norm.EXT",6.8850784526251
"5045","med",0.0581751506400056,-0.19008232852287,0.310920573883266,0.654,"A_12_P118743","V_9985933","silver_median.norm.EXT",11.9613287700509
"5046","direct",0.559254857477174,0.109647708175196,1.05415380247983,0.014,"A_12_P118743","V_9985933","silver_median.norm.EXT",11.9613287700509
"5047","total",0.617430008117179,0.295469795453925,0.979102562390845,0,"A_12_P118743","V_9985933","silver_median.norm.EXT",11.9613287700509
"5048","prop_med",0.0942214500027424,-0.301205824592912,0.675473463365191,0.654,"A_12_P118743","V_9985933","silver_median.norm.EXT",11.9613287700509
"5049","med",-0.229109150637359,-0.444383029185967,-0.0386244715417762,0.014,"A_12_P118758","V_10121039","silver_median.norm.EXT",5.29118560420262
"5050","direct",0.835707734355725,0.439867535159294,1.25720351532483,0,"A_12_P118758","V_10121039","silver_median.norm.EXT",5.29118560420262
"5051","total",0.606598583718366,0.254234681080886,1.00596154440963,0,"A_12_P118758","V_10121039","silver_median.norm.EXT",5.29118560420262
"5052","prop_med",-0.377694832772195,-1.24058062100139,-0.0516582278371987,0.014,"A_12_P118758","V_10121039","silver_median.norm.EXT",5.29118560420262
"5053","med",-0.0861658565720184,-0.239355057822394,0.026880856740196,0.15,"A_12_P119353","V_11032432","silver_median.norm.EXT",3.94707020738879
"5054","direct",0.680863046889743,0.341077588349248,1.040967612501,0,"A_12_P119353","V_11032432","silver_median.norm.EXT",3.94707020738879
"5055","total",0.594697190317725,0.259767329994421,0.944325569559671,0,"A_12_P119353","V_11032432","silver_median.norm.EXT",3.94707020738879
"5056","prop_med",-0.14489030379643,-0.562419604093387,0.0503408369670321,0.15,"A_12_P119353","V_11032432","silver_median.norm.EXT",3.94707020738879
"5057","med",0.225663521562661,-0.0333391461274438,0.545951789318294,0.102,"A_12_P119459","V_11085892","silver_median.norm.EXT",17.3932706621954
"5058","direct",0.350627648085517,-0.0520780356069322,0.7832784729281,0.098,"A_12_P119459","V_11085892","silver_median.norm.EXT",17.3932706621954
"5059","total",0.576291169648178,0.245570459347617,0.943793860947236,0.002,"A_12_P119459","V_11085892","silver_median.norm.EXT",17.3932706621954
"5060","prop_med",0.391579002850984,-0.0701385631828338,1.16267290987423,0.104,"A_12_P119459","V_11085892","silver_median.norm.EXT",17.3932706621954
"5061","med",0.0897016297914344,-0.0566109247494383,0.269397628579788,0.218,"A_12_P119747","V_9104120","silver_median.norm.EXT",6.03117441615209
"5062","direct",0.352741415765781,-0.0515880869769553,0.746815497210751,0.094,"A_12_P119747","V_9104120","silver_median.norm.EXT",6.03117441615209
"5063","total",0.442443045557215,0.0990186972897414,0.804139122087732,0.008,"A_12_P119747","V_9104120","silver_median.norm.EXT",6.03117441615209
"5064","prop_med",0.202741642550769,-0.143300982278767,1.31896055722051,0.222,"A_12_P119747","V_9104120","silver_median.norm.EXT",6.03117441615209
"5065","med",0.0177214096024457,-0.13717642850112,0.154492426655839,0.81,"A_12_P119893","V_9905233","silver_median.norm.EXT",3.9002301179017
"5066","direct",0.599708598514733,0.259140853154824,0.985121138831369,0,"A_12_P119893","V_9905233","silver_median.norm.EXT",3.9002301179017
"5067","total",0.617430008117179,0.263674185693987,0.973016546630941,0,"A_12_P119893","V_9905233","silver_median.norm.EXT",3.9002301179017
"5068","prop_med",0.0287018923108163,-0.304834798060194,0.274250859853301,0.81,"A_12_P119893","V_9905233","silver_median.norm.EXT",3.9002301179017
"5069","med",-0.0206058215285047,-0.10753296177303,0.0538242505338917,0.588,"A_12_P106753","V_9905233","silver_median.norm.EXT",5.42571312418689
"5070","direct",0.617792291712092,0.239342724181344,1.02287988040606,0.002,"A_12_P106753","V_9905233","silver_median.norm.EXT",5.42571312418689
"5071","total",0.597186470183587,0.21389724566293,0.984651905742777,0.002,"A_12_P106753","V_9905233","silver_median.norm.EXT",5.42571312418689
"5072","prop_med",-0.0345048365247961,-0.195737808515308,0.0973196291130088,0.59,"A_12_P106753","V_9905233","silver_median.norm.EXT",5.42571312418689
"5073","med",0.00627856408475793,-0.0463282019888516,0.0629082773861723,0.794,"A_12_P106853","V_11513193","silver_median.norm.EXT",15.0433383925245
"5074","direct",0.575404417601244,0.217265145727104,0.924607727569564,0.002,"A_12_P106853","V_11513193","silver_median.norm.EXT",15.0433383925245
"5075","total",0.581682981686002,0.214231246454208,0.936484014407594,0.002,"A_12_P106853","V_11513193","silver_median.norm.EXT",15.0433383925245
"5076","prop_med",0.0107937902301346,-0.0916171942427047,0.111396211430077,0.796,"A_12_P106853","V_11513193","silver_median.norm.EXT",15.0433383925245
"5077","med",-0.0144386288754728,-0.105552529416001,0.0812814098029686,0.778,"A_12_P114311","V_11513193","silver_median.norm.EXT",5.22622084029529
"5078","direct",0.596121610561475,0.22004716423445,0.978276887133587,0.002,"A_12_P114311","V_11513193","silver_median.norm.EXT",5.22622084029529
"5079","total",0.581682981686002,0.242741972427189,0.926036476646443,0.004,"A_12_P114311","V_11513193","silver_median.norm.EXT",5.22622084029529
"5080","prop_med",-0.0248221614351215,-0.189618747772311,0.188290158587368,0.778,"A_12_P114311","V_11513193","silver_median.norm.EXT",5.22622084029529
"5081","med",-0.00030009512045015,-0.05046213470198,0.051953602499023,0.996,"A_12_P114794","V_10220682","silver_median.norm.EXT",5.32755694345553
"5082","direct",0.665355251753635,0.312556950500924,1.02355818002422,0,"A_12_P114794","V_10220682","silver_median.norm.EXT",5.32755694345553
"5083","total",0.665055156633185,0.312423996893465,1.02918979976073,0,"A_12_P114794","V_10220682","silver_median.norm.EXT",5.32755694345553
"5084","prop_med",-0.00045123343147863,-0.089602705448337,0.0892250533059844,0.996,"A_12_P114794","V_10220682","silver_median.norm.EXT",5.32755694345553
"5085","med",-0.000353775516142291,-0.068268471177324,0.05127421070364,0.986,"A_12_P115203","V_11513193","silver_median.norm.EXT",5.94679332502483
"5086","direct",0.473722500141403,0.116684041370795,0.851959075126912,0.006,"A_12_P115203","V_11513193","silver_median.norm.EXT",5.94679332502483
"5087","total",0.47336872462526,0.112869486301659,0.842226810217808,0.008,"A_12_P115203","V_11513193","silver_median.norm.EXT",5.94679332502483
"5088","prop_med",-0.00074735718212553,-0.23299390575293,0.12955392929306,0.982,"A_12_P115203","V_11513193","silver_median.norm.EXT",5.94679332502483
"5089","med",-0.0053198038705552,-0.0646669956170901,0.0720316005250309,0.868,"A_12_P116575","V_10568558","silver_median.norm.EXT",14.8356158701609
"5090","direct",0.579465421615504,0.200848483918752,0.955330403314471,0,"A_12_P116575","V_10568558","silver_median.norm.EXT",14.8356158701609
"5091","total",0.574145617744948,0.193260701619499,0.954582707926602,0,"A_12_P116575","V_10568558","silver_median.norm.EXT",14.8356158701609
"5092","prop_med",-0.00926560040891648,-0.140607637997286,0.136027512430484,0.868,"A_12_P116575","V_10568558","silver_median.norm.EXT",14.8356158701609
"5093","med",-0.0303741393788314,-0.14156379824988,0.0732366741873675,0.546,"A_12_P118954","V_11513193","silver_median.norm.EXT",5.82085136985965
"5094","direct",0.612057121064834,0.277138906240146,0.926126656071809,0.002,"A_12_P118954","V_11513193","silver_median.norm.EXT",5.82085136985965
"5095","total",0.581682981686003,0.238133306728952,0.927064522056822,0.002,"A_12_P118954","V_11513193","silver_median.norm.EXT",5.82085136985965
"5096","prop_med",-0.0522176861540495,-0.353917181245059,0.111391335618565,0.548,"A_12_P118954","V_11513193","silver_median.norm.EXT",5.82085136985965
"5097","med",0.205948737806999,0.0506838745535116,0.426669330169785,0.004,"A_12_P101037","V_9905233","silver_median.TOF",5.54942914962203
"5098","direct",-0.222766477308389,-0.600292494860743,0.184135898800843,0.296,"A_12_P101037","V_9905233","silver_median.TOF",5.54942914962203
"5099","total",-0.0168177395013902,-0.394652901234956,0.404550137603775,0.926,"A_12_P101037","V_9905233","silver_median.TOF",5.54942914962203
"5100","prop_med",-12.2459226931167,-16.6266032937245,12.2125644623365,0.926,"A_12_P101037","V_9905233","silver_median.TOF",5.54942914962203
"5101","med",-0.209213733383711,-0.518569066317422,0.0524417993464492,0.12,"A_12_P101050","V_11513193","silver_median.TOF",14.9459239841448
"5102","direct",0.36451870380372,-0.0427344031649191,0.78913997680973,0.088,"A_12_P101050","V_11513193","silver_median.TOF",14.9459239841448
"5103","total",0.155304970420009,-0.240412502582063,0.550028534442016,0.452,"A_12_P101050","V_11513193","silver_median.TOF",14.9459239841448
"5104","prop_med",-1.34711550324443,-14.110971722378,23.2886083582626,0.552,"A_12_P101050","V_11513193","silver_median.TOF",14.9459239841448
"5105","med",-0.0464832792584607,-0.185782511851294,0.0851282226017644,0.506,"A_12_P101333","V_11637718","silver_median.TOF",5.24253993743461
"5106","direct",0.174287687141454,-0.205721114370793,0.581937980446376,0.378,"A_12_P101333","V_11637718","silver_median.TOF",5.24253993743461
"5107","total",0.127804407882994,-0.27047166605601,0.538268853967428,0.506,"A_12_P101333","V_11637718","silver_median.TOF",5.24253993743461
"5108","prop_med",-0.363706385628081,-4.45123121293772,4.43054493958417,0.84,"A_12_P101333","V_11637718","silver_median.TOF",5.24253993743461
"5109","med",0.0366491418856392,-0.178241636439786,0.232382697836277,0.716,"A_12_P101810","V_9104120","silver_median.TOF",5.54420130914751
"5110","direct",0.0140656270447512,-0.424382066984877,0.484451615648736,0.928,"A_12_P101810","V_9104120","silver_median.TOF",5.54420130914751
"5111","total",0.0507147689303904,-0.329123351719698,0.479029192554193,0.806,"A_12_P101810","V_9104120","silver_median.TOF",5.54420130914751
"5112","prop_med",0.72265225019447,-5.97585191110957,4.99647537873296,0.902,"A_12_P101810","V_9104120","silver_median.TOF",5.54420130914751
"5113","med",-0.128452081652481,-0.358484266802335,0.029937157425378,0.128,"A_12_P102257","V_11513193","silver_median.TOF",5.32470275089042
"5114","direct",0.28375705207249,-0.100266819995103,0.691993868284432,0.144,"A_12_P102257","V_11513193","silver_median.TOF",5.32470275089042
"5115","total",0.155304970420009,-0.221461435746468,0.545813432267491,0.428,"A_12_P102257","V_11513193","silver_median.TOF",5.32470275089042
"5116","prop_med",-0.827095754276847,-9.63510756054869,8.12930635172432,0.528,"A_12_P102257","V_11513193","silver_median.TOF",5.32470275089042
